Имя задачи,Время начала выполнения задачи,Время конца выполнения задачи,Общее время выполнения,Имя процессора,Имя ядра
629,0.000000010,0.000000071,0.000000061,Processor-7,Core-7
630,0.000000010,0.000000072,0.000000062,Processor-0,Core-0
647,0.000000011,0.000000072,0.000000061,Processor-1,Core-1
648,0.000000011,0.000000072,0.000000061,Processor-1,Core-2
674,0.000000011,0.000000072,0.000000061,Processor-3,Core-1
705,0.000000012,0.000000072,0.000000060,Processor-5,Core-2
706,0.000000012,0.000000072,0.000000060,Processor-5,Core-3
738,0.000000012,0.000000072,0.000000060,Processor-7,Core-1
743,0.000000012,0.000000072,0.000000060,Processor-7,Core-5
751,0.000000012,0.000000072,0.000000060,Processor-7,Core-7
759,0.000000012,0.000000073,0.000000061,Processor-0,Core-2
762,0.000000012,0.000000073,0.000000061,Processor-0,Core-4
788,0.000000013,0.000000073,0.000000060,Processor-2,Core-5
793,0.000000013,0.000000073,0.000000060,Processor-3,Core-2
797,0.000000013,0.000000073,0.000000060,Processor-3,Core-5
821,0.000000013,0.000000073,0.000000060,Processor-5,Core-2
839,0.000000014,0.000000073,0.000000059,Processor-5,Core-7
861,0.000000014,0.000000073,0.000000059,Processor-7,Core-3
872,0.000000014,0.000000074,0.000000060,Processor-0,Core-1
883,0.000000014,0.000000074,0.000000060,Processor-1,Core-0
910,0.000000015,0.000000074,0.000000059,Processor-2,Core-6
911,0.000000015,0.000000074,0.000000059,Processor-2,Core-7
923,0.000000015,0.000000074,0.000000059,Processor-3,Core-6
925,0.000000015,0.000000074,0.000000059,Processor-4,Core-0
932,0.000000015,0.000000074,0.000000059,Processor-4,Core-2
947,0.000000015,0.000000074,0.000000059,Processor-4,Core-7
949,0.000000015,0.000000074,0.000000059,Processor-5,Core-1
963,0.000000016,0.000000074,0.000000058,Processor-5,Core-6
964,0.000000016,0.000000074,0.000000058,Processor-5,Core-7
986,0.000000016,0.000000074,0.000000058,Processor-7,Core-3
3,0.000000001,0.000000075,0.000000074,Processor-0,Core-3
10,0.000000001,0.000000075,0.000000074,Processor-0,Core-7
12,0.000000001,0.000000075,0.000000074,Processor-1,Core-0
40,0.000000001,0.000000075,0.000000074,Processor-2,Core-1
61,0.000000001,0.000000075,0.000000074,Processor-3,Core-3
69,0.000000002,0.000000075,0.000000073,Processor-3,Core-5
72,0.000000002,0.000000075,0.000000073,Processor-3,Core-6
97,0.000000002,0.000000075,0.000000073,Processor-4,Core-6
99,0.000000002,0.000000075,0.000000073,Processor-4,Core-7
109,0.000000002,0.000000075,0.000000073,Processor-5,Core-3
113,0.000000002,0.000000075,0.000000073,Processor-5,Core-5
119,0.000000002,0.000000075,0.000000073,Processor-5,Core-7
126,0.000000002,0.000000075,0.000000073,Processor-6,Core-1
136,0.000000003,0.000000075,0.000000072,Processor-6,Core-6
142,0.000000003,0.000000075,0.000000072,Processor-7,Core-1
159,0.000000003,0.000000076,0.000000073,Processor-0,Core-0
166,0.000000003,0.000000076,0.000000073,Processor-0,Core-3
176,0.000000003,0.000000076,0.000000073,Processor-1,Core-0
181,0.000000003,0.000000076,0.000000073,Processor-1,Core-4
182,0.000000003,0.000000076,0.000000073,Processor-1,Core-5
185,0.000000003,0.000000076,0.000000073,Processor-2,Core-0
186,0.000000003,0.000000076,0.000000073,Processor-2,Core-1
196,0.000000004,0.000000076,0.000000072,Processor-2,Core-4
199,0.000000004,0.000000076,0.000000072,Processor-2,Core-6
244,0.000000004,0.000000076,0.000000072,Processor-5,Core-0
245,0.000000004,0.000000076,0.000000072,Processor-5,Core-1
248,0.000000004,0.000000076,0.000000072,Processor-5,Core-2
256,0.000000005,0.000000076,0.000000071,Processor-5,Core-5
260,0.000000005,0.000000076,0.000000071,Processor-5,Core-7
265,0.000000005,0.000000076,0.000000071,Processor-6,Core-1
270,0.000000005,0.000000076,0.000000071,Processor-6,Core-4
292,0.000000005,0.000000076,0.000000071,Processor-7,Core-6
293,0.000000005,0.000000076,0.000000071,Processor-7,Core-7
295,0.000000005,0.000000077,0.000000072,Processor-0,Core-0
315,0.000000005,0.000000077,0.000000072,Processor-0,Core-7
321,0.000000006,0.000000077,0.000000071,Processor-1,Core-2
330,0.000000006,0.000000077,0.000000071,Processor-1,Core-7
335,0.000000006,0.000000077,0.000000071,Processor-2,Core-2
339,0.000000006,0.000000077,0.000000071,Processor-2,Core-4
342,0.000000006,0.000000077,0.000000071,Processor-2,Core-5
348,0.000000006,0.000000077,0.000000071,Processor-2,Core-6
350,0.000000006,0.000000077,0.000000071,Processor-2,Core-7
353,0.000000006,0.000000077,0.000000071,Processor-3,Core-1
368,0.000000006,0.000000077,0.000000071,Processor-4,Core-0
369,0.000000006,0.000000077,0.000000071,Processor-4,Core-1
380,0.000000006,0.000000077,0.000000071,Processor-4,Core-7
384,0.000000007,0.000000077,0.000000070,Processor-5,Core-1
394,0.000000007,0.000000077,0.000000070,Processor-5,Core-7
404,0.000000007,0.000000077,0.000000070,Processor-6,Core-4
406,0.000000007,0.000000077,0.000000070,Processor-6,Core-5
413,0.000000007,0.000000077,0.000000070,Processor-7,Core-2
422,0.000000007,0.000000078,0.000000071,Processor-0,Core-0
454,0.000000008,0.000000078,0.000000070,Processor-1,Core-5
471,0.000000008,0.000000078,0.000000070,Processor-2,Core-3
484,0.000000008,0.000000078,0.000000070,Processor-2,Core-6
509,0.000000008,0.000000078,0.000000070,Processor-3,Core-5
511,0.000000008,0.000000078,0.000000070,Processor-3,Core-6
514,0.000000009,0.000000078,0.000000069,Processor-3,Core-7
520,0.000000009,0.000000078,0.000000069,Processor-4,Core-4
526,0.000000009,0.000000078,0.000000069,Processor-4,Core-6
537,0.000000009,0.000000078,0.000000069,Processor-5,Core-2
543,0.000000009,0.000000078,0.000000069,Processor-5,Core-5
547,0.000000009,0.000000078,0.000000069,Processor-5,Core-7
554,0.000000009,0.000000078,0.000000069,Processor-6,Core-0
575,0.000000009,0.000000078,0.000000069,Processor-7,Core-1
587,0.000000010,0.000000078,0.000000068,Processor-7,Core-7
603,0.000000010,0.000000079,0.000000069,Processor-0,Core-4
605,0.000000010,0.000000079,0.000000069,Processor-0,Core-5
611,0.000000010,0.000000079,0.000000069,Processor-1,Core-1
613,0.000000010,0.000000079,0.000000069,Processor-1,Core-3
632,0.000000010,0.000000079,0.000000069,Processor-2,Core-1
642,0.000000011,0.000000079,0.000000068,Processor-2,Core-5
643,0.000000011,0.000000079,0.000000068,Processor-2,Core-6
653,0.000000011,0.000000079,0.000000068,Processor-3,Core-3
663,0.000000011,0.000000079,0.000000068,Processor-4,Core-1
671,0.000000011,0.000000079,0.000000068,Processor-4,Core-5
694,0.000000011,0.000000079,0.000000068,Processor-5,Core-7
703,0.000000011,0.000000079,0.000000068,Processor-6,Core-5
704,0.000000012,0.000000079,0.000000067,Processor-6,Core-6
709,0.000000012,0.000000079,0.000000067,Processor-7,Core-0
765,0.000000012,0.000000080,0.000000068,Processor-1,Core-5
767,0.000000012,0.000000080,0.000000068,Processor-1,Core-6
773,0.000000013,0.000000080,0.000000067,Processor-2,Core-1
791,0.000000013,0.000000080,0.000000067,Processor-3,Core-5
804,0.000000013,0.000000080,0.000000067,Processor-4,Core-4
808,0.000000013,0.000000080,0.000000067,Processor-4,Core-7
814,0.000000013,0.000000080,0.000000067,Processor-5,Core-2
835,0.000000014,0.000000080,0.000000066,Processor-6,Core-0
840,0.000000014,0.000000080,0.000000066,Processor-6,Core-1
847,0.000000014,0.000000080,0.000000066,Processor-6,Core-4
864,0.000000014,0.000000080,0.000000066,Processor-7,Core-4
871,0.000000014,0.000000081,0.000000067,Processor-0,Core-0
877,0.000000014,0.000000081,0.000000067,Processor-0,Core-3
897,0.000000015,0.000000081,0.000000066,Processor-2,Core-0
899,0.000000015,0.000000081,0.000000066,Processor-2,Core-2
902,0.000000015,0.000000081,0.000000066,Processor-2,Core-3
917,0.000000015,0.000000081,0.000000066,Processor-3,Core-0
927,0.000000015,0.000000081,0.000000066,Processor-3,Core-3
945,0.000000015,0.000000081,0.000000066,Processor-3,Core-7
965,0.000000016,0.000000081,0.000000065,Processor-4,Core-5
972,0.000000016,0.000000081,0.000000065,Processor-5,Core-1
985,0.000000016,0.000000081,0.000000065,Processor-5,Core-7
990,0.000000016,0.000000081,0.000000065,Processor-6,Core-0
994,0.000000016,0.000000081,0.000000065,Processor-6,Core-2
0,0.000000001,0.000000081,0.000000080,Processor-6,Core-5
24,0.000000001,0.000000081,0.000000080,Processor-7,Core-7
42,0.000000001,0.000000082,0.000000081,Processor-0,Core-3
53,0.000000001,0.000000082,0.000000081,Processor-0,Core-6
56,0.000000001,0.000000082,0.000000081,Processor-1,Core-0
58,0.000000001,0.000000082,0.000000081,Processor-1,Core-1
60,0.000000001,0.000000082,0.000000081,Processor-1,Core-2
76,0.000000002,0.000000082,0.000000080,Processor-1,Core-5
78,0.000000002,0.000000082,0.000000080,Processor-1,Core-6
117,0.000000002,0.000000082,0.000000080,Processor-2,Core-7
133,0.000000003,0.000000082,0.000000079,Processor-3,Core-3
139,0.000000003,0.000000082,0.000000079,Processor-3,Core-5
141,0.000000003,0.000000082,0.000000079,Processor-3,Core-6
144,0.000000003,0.000000082,0.000000079,Processor-3,Core-7
157,0.000000003,0.000000082,0.000000079,Processor-4,Core-3
169,0.000000003,0.000000082,0.000000079,Processor-5,Core-0
175,0.000000003,0.000000082,0.000000079,Processor-5,Core-2
178,0.000000003,0.000000082,0.000000079,Processor-5,Core-4
180,0.000000003,0.000000082,0.000000079,Processor-5,Core-5
200,0.000000004,0.000000082,0.000000078,Processor-6,Core-3
212,0.000000004,0.000000082,0.000000078,Processor-7,Core-1
214,0.000000004,0.000000082,0.000000078,Processor-7,Core-2
226,0.000000004,0.000000082,0.000000078,Processor-7,Core-6
237,0.000000004,0.000000083,0.000000079,Processor-0,Core-1
259,0.000000005,0.000000083,0.000000078,Processor-0,Core-6
263,0.000000005,0.000000083,0.000000078,Processor-0,Core-7
266,0.000000005,0.000000083,0.000000078,Processor-1,Core-0
275,0.000000005,0.000000083,0.000000078,Processor-1,Core-2
284,0.000000005,0.000000083,0.000000078,Processor-1,Core-6
285,0.000000005,0.000000083,0.000000078,Processor-1,Core-7
299,0.000000005,0.000000083,0.000000078,Processor-2,Core-3
305,0.000000005,0.000000083,0.000000078,Processor-2,Core-5
311,0.000000005,0.000000083,0.000000078,Processor-2,Core-7
329,0.000000006,0.000000083,0.000000077,Processor-3,Core-6
356,0.000000006,0.000000083,0.000000077,Processor-4,Core-4
357,0.000000006,0.000000083,0.000000077,Processor-4,Core-5
358,0.000000006,0.000000083,0.000000077,Processor-4,Core-6
364,0.000000006,0.000000083,0.000000077,Processor-4,Core-7
370,0.000000006,0.000000083,0.000000077,Processor-5,Core-1
377,0.000000006,0.000000083,0.000000077,Processor-5,Core-4
382,0.000000006,0.000000083,0.000000077,Processor-5,Core-6
386,0.000000007,0.000000083,0.000000076,Processor-6,Core-0
395,0.000000007,0.000000083,0.000000076,Processor-6,Core-4
403,0.000000007,0.000000083,0.000000076,Processor-6,Core-7
415,0.000000007,0.000000083,0.000000076,Processor-7,Core-4
431,0.000000007,0.000000084,0.000000077,Processor-0,Core-3
434,0.000000007,0.000000084,0.000000077,Processor-0,Core-5
442,0.000000007,0.000000084,0.000000077,Processor-1,Core-1
455,0.000000008,0.000000084,0.000000076,Processor-1,Core-5
465,0.000000008,0.000000084,0.000000076,Processor-2,Core-0
483,0.000000008,0.000000084,0.000000076,Processor-2,Core-3
503,0.000000008,0.000000084,0.000000076,Processor-3,Core-0
518,0.000000009,0.000000084,0.000000075,Processor-3,Core-4
519,0.000000009,0.000000084,0.000000075,Processor-3,Core-5
528,0.000000009,0.000000084,0.000000075,Processor-4,Core-0
529,0.000000009,0.000000084,0.000000075,Processor-4,Core-1
570,0.000000009,0.000000084,0.000000075,Processor-5,Core-3
571,0.000000009,0.000000084,0.000000075,Processor-5,Core-4
577,0.000000010,0.000000084,0.000000074,Processor-5,Core-5
581,0.000000010,0.000000084,0.000000074,Processor-5,Core-7
582,0.000000010,0.000000084,0.000000074,Processor-6,Core-0
608,0.000000010,0.000000084,0.000000074,Processor-7,Core-0
616,0.000000010,0.000000084,0.000000074,Processor-7,Core-2
641,0.000000011,0.000000085,0.000000074,Processor-0,Core-1
645,0.000000011,0.000000085,0.000000074,Processor-0,Core-3
650,0.000000011,0.000000085,0.000000074,Processor-0,Core-4
652,0.000000011,0.000000085,0.000000074,Processor-0,Core-5
676,0.000000011,0.000000085,0.000000074,Processor-2,Core-0
677,0.000000011,0.000000085,0.000000074,Processor-2,Core-1
679,0.000000011,0.000000085,0.000000074,Processor-2,Core-2
690,0.000000011,0.000000085,0.000000074,Processor-2,Core-4
692,0.000000011,0.000000085,0.000000074,Processor-2,Core-5
693,0.000000011,0.000000085,0.000000074,Processor-2,Core-6
702,0.000000011,0.000000085,0.000000074,Processor-3,Core-3
711,0.000000012,0.000000085,0.000000073,Processor-3,Core-6
727,0.000000012,0.000000085,0.000000073,Processor-4,Core-1
733,0.000000012,0.000000085,0.000000073,Processor-4,Core-5
735,0.000000012,0.000000085,0.000000073,Processor-4,Core-7
741,0.000000012,0.000000085,0.000000073,Processor-5,Core-1
753,0.000000012,0.000000085,0.000000073,Processor-5,Core-4
760,0.000000012,0.000000085,0.000000073,Processor-5,Core-6
764,0.000000012,0.000000085,0.000000073,Processor-6,Core-0
768,0.000000013,0.000000085,0.000000072,Processor-6,Core-1
775,0.000000013,0.000000085,0.000000072,Processor-6,Core-4
776,0.000000013,0.000000085,0.000000072,Processor-6,Core-5
779,0.000000013,0.000000085,0.000000072,Processor-6,Core-7
798,0.000000013,0.000000086,0.000000073,Processor-0,Core-1
802,0.000000013,0.000000086,0.000000073,Processor-0,Core-2
805,0.000000013,0.000000086,0.000000073,Processor-0,Core-4
812,0.000000013,0.000000086,0.000000073,Processor-0,Core-7
816,0.000000013,0.000000086,0.000000073,Processor-1,Core-0
834,0.000000014,0.000000086,0.000000072,Processor-1,Core-4
852,0.000000014,0.000000086,0.000000072,Processor-2,Core-0
858,0.000000014,0.000000086,0.000000072,Processor-2,Core-3
869,0.000000014,0.000000086,0.000000072,Processor-2,Core-7
870,0.000000014,0.000000086,0.000000072,Processor-3,Core-0
874,0.000000014,0.000000086,0.000000072,Processor-3,Core-2
882,0.000000014,0.000000086,0.000000072,Processor-3,Core-5
887,0.000000014,0.000000086,0.000000072,Processor-4,Core-0
894,0.000000014,0.000000086,0.000000072,Processor-4,Core-5
914,0.000000015,0.000000086,0.000000071,Processor-5,Core-1
915,0.000000015,0.000000086,0.000000071,Processor-5,Core-2
942,0.000000015,0.000000086,0.000000071,Processor-5,Core-7
948,0.000000015,0.000000086,0.000000071,Processor-6,Core-1
969,0.000000016,0.000000086,0.000000070,Processor-6,Core-7
970,0.000000016,0.000000086,0.000000070,Processor-7,Core-0
975,0.000000016,0.000000086,0.000000070,Processor-7,Core-2
977,0.000000016,0.000000086,0.000000070,Processor-7,Core-3
979,0.000000016,0.000000086,0.000000070,Processor-7,Core-4
992,0.000000016,0.000000086,0.000000070,Processor-7,Core-6
997,0.000000016,0.000000087,0.000000071,Processor-0,Core-0
1,0.000000001,0.000000087,0.000000086,Processor-0,Core-1
13,0.000000001,0.000000087,0.000000086,Processor-0,Core-5
18,0.000000001,0.000000087,0.000000086,Processor-0,Core-7
21,0.000000001,0.000000087,0.000000086,Processor-1,Core-1
38,0.000000001,0.000000087,0.000000086,Processor-1,Core-3
44,0.000000001,0.000000087,0.000000086,Processor-1,Core-5
47,0.000000001,0.000000087,0.000000086,Processor-1,Core-6
54,0.000000001,0.000000087,0.000000086,Processor-1,Core-7
65,0.000000002,0.000000087,0.000000085,Processor-2,Core-0
74,0.000000002,0.000000087,0.000000085,Processor-2,Core-1
95,0.000000002,0.000000087,0.000000085,Processor-2,Core-5
101,0.000000002,0.000000087,0.000000085,Processor-2,Core-6
111,0.000000002,0.000000087,0.000000085,Processor-3,Core-1
120,0.000000002,0.000000087,0.000000085,Processor-3,Core-2
130,0.000000003,0.000000087,0.000000084,Processor-3,Core-4
146,0.000000003,0.000000087,0.000000084,Processor-3,Core-6
151,0.000000003,0.000000087,0.000000084,Processor-3,Core-7
158,0.000000003,0.000000087,0.000000084,Processor-4,Core-1
168,0.000000003,0.000000087,0.000000084,Processor-4,Core-4
171,0.000000003,0.000000087,0.000000084,Processor-4,Core-5
191,0.000000003,0.000000087,0.000000084,Processor-5,Core-1
206,0.000000004,0.000000087,0.000000083,Processor-5,Core-5
211,0.000000004,0.000000087,0.000000083,Processor-6,Core-0
215,0.000000004,0.000000087,0.000000083,Processor-6,Core-1
220,0.000000004,0.000000087,0.000000083,Processor-6,Core-2
223,0.000000004,0.000000087,0.000000083,Processor-6,Core-3
232,0.000000004,0.000000087,0.000000083,Processor-6,Core-4
238,0.000000004,0.000000087,0.000000083,Processor-6,Core-6
239,0.000000004,0.000000087,0.000000083,Processor-6,Core-7
252,0.000000004,0.000000087,0.000000083,Processor-7,Core-1
268,0.000000005,0.000000087,0.000000082,Processor-7,Core-2
283,0.000000005,0.000000087,0.000000082,Processor-7,Core-5
288,0.000000005,0.000000087,0.000000082,Processor-7,Core-7
312,0.000000005,0.000000088,0.000000083,Processor-0,Core-3
322,0.000000006,0.000000088,0.000000082,Processor-0,Core-6
326,0.000000006,0.000000088,0.000000082,Processor-0,Core-7
328,0.000000006,0.000000088,0.000000082,Processor-1,Core-0
336,0.000000006,0.000000088,0.000000082,Processor-1,Core-3
354,0.000000006,0.000000088,0.000000082,Processor-1,Core-5
374,0.000000006,0.000000088,0.000000082,Processor-1,Core-7
378,0.000000006,0.000000088,0.000000082,Processor-2,Core-1
408,0.000000007,0.000000088,0.000000081,Processor-3,Core-0
412,0.000000007,0.000000088,0.000000081,Processor-3,Core-3
416,0.000000007,0.000000088,0.000000081,Processor-3,Core-4
418,0.000000007,0.000000088,0.000000081,Processor-3,Core-6
426,0.000000007,0.000000088,0.000000081,Processor-4,Core-0
433,0.000000007,0.000000088,0.000000081,Processor-4,Core-2
438,0.000000007,0.000000088,0.000000081,Processor-4,Core-4
441,0.000000007,0.000000088,0.000000081,Processor-4,Core-5
457,0.000000008,0.000000088,0.000000080,Processor-5,Core-1
470,0.000000008,0.000000088,0.000000080,Processor-5,Core-3
482,0.000000008,0.000000088,0.000000080,Processor-5,Core-4
485,0.000000008,0.000000088,0.000000080,Processor-5,Core-5
489,0.000000008,0.000000088,0.000000080,Processor-5,Core-6
498,0.000000008,0.000000088,0.000000080,Processor-6,Core-0
507,0.000000008,0.000000088,0.000000080,Processor-6,Core-1
515,0.000000009,0.000000088,0.000000079,Processor-6,Core-2
540,0.000000009,0.000000088,0.000000079,Processor-6,Core-6
544,0.000000009,0.000000088,0.000000079,Processor-7,Core-0
556,0.000000009,0.000000088,0.000000079,Processor-7,Core-2
567,0.000000009,0.000000088,0.000000079,Processor-7,Core-5
569,0.000000009,0.000000088,0.000000079,Processor-7,Core-6
594,0.000000010,0.000000089,0.000000079,Processor-0,Core-2
607,0.000000010,0.000000089,0.000000079,Processor-0,Core-6
612,0.000000010,0.000000089,0.000000079,Processor-0,Core-7
617,0.000000010,0.000000089,0.000000079,Processor-1,Core-0
620,0.000000010,0.000000089,0.000000079,Processor-1,Core-1
640,0.000000011,0.000000089,0.000000078,Processor-1,Core-5
644,0.000000011,0.000000089,0.000000078,Processor-1,Core-6
656,0.000000011,0.000000089,0.000000078,Processor-1,Core-7
658,0.000000011,0.000000089,0.000000078,Processor-2,Core-0
666,0.000000011,0.000000089,0.000000078,Processor-2,Core-5
668,0.000000011,0.000000089,0.000000078,Processor-2,Core-6
675,0.000000011,0.000000089,0.000000078,Processor-3,Core-0
680,0.000000011,0.000000089,0.000000078,Processor-3,Core-1
697,0.000000011,0.000000089,0.000000078,Processor-3,Core-3
699,0.000000011,0.000000089,0.000000078,Processor-3,Core-5
708,0.000000012,0.000000089,0.000000077,Processor-3,Core-6
710,0.000000012,0.000000089,0.000000077,Processor-3,Core-7
719,0.000000012,0.000000089,0.000000077,Processor-4,Core-1
728,0.000000012,0.000000089,0.000000077,Processor-4,Core-2
731,0.000000012,0.000000089,0.000000077,Processor-4,Core-4
739,0.000000012,0.000000089,0.000000077,Processor-4,Core-6
774,0.000000013,0.000000089,0.000000076,Processor-5,Core-4
777,0.000000013,0.000000089,0.000000076,Processor-5,Core-5
781,0.000000013,0.000000089,0.000000076,Processor-5,Core-6
789,0.000000013,0.000000089,0.000000076,Processor-6,Core-2
790,0.000000013,0.000000089,0.000000076,Processor-6,Core-3
792,0.000000013,0.000000089,0.000000076,Processor-6,Core-4
811,0.000000013,0.000000089,0.000000076,Processor-7,Core-1
822,0.000000013,0.000000089,0.000000076,Processor-7,Core-3
844,0.000000014,0.000000089,0.000000075,Processor-7,Core-6
851,0.000000014,0.000000089,0.000000075,Processor-7,Core-7
865,0.000000014,0.000000090,0.000000076,Processor-0,Core-4
880,0.000000014,0.000000090,0.000000076,Processor-0,Core-7
885,0.000000014,0.000000090,0.000000076,Processor-1,Core-0
886,0.000000014,0.000000090,0.000000076,Processor-1,Core-1
889,0.000000014,0.000000090,0.000000076,Processor-1,Core-2
891,0.000000014,0.000000090,0.000000076,Processor-1,Core-4
893,0.000000014,0.000000090,0.000000076,Processor-1,Core-5
913,0.000000015,0.000000090,0.000000075,Processor-2,Core-0
916,0.000000015,0.000000090,0.000000075,Processor-2,Core-1
921,0.000000015,0.000000090,0.000000075,Processor-2,Core-2
933,0.000000015,0.000000090,0.000000075,Processor-2,Core-4
943,0.000000015,0.000000090,0.000000075,Processor-2,Core-5
959,0.000000015,0.000000090,0.000000075,Processor-3,Core-0
962,0.000000016,0.000000090,0.000000074,Processor-3,Core-1
968,0.000000016,0.000000090,0.000000074,Processor-3,Core-2
4,0.000000001,0.000000090,0.000000089,Processor-3,Core-6
7,0.000000001,0.000000090,0.000000089,Processor-3,Core-7
9,0.000000001,0.000000090,0.000000089,Processor-4,Core-0
14,0.000000001,0.000000090,0.000000089,Processor-4,Core-1
19,0.000000001,0.000000090,0.000000089,Processor-4,Core-2
33,0.000000001,0.000000090,0.000000089,Processor-4,Core-3
41,0.000000001,0.000000090,0.000000089,Processor-4,Core-4
79,0.000000002,0.000000090,0.000000088,Processor-4,Core-5
88,0.000000002,0.000000090,0.000000088,Processor-4,Core-6
89,0.000000002,0.000000090,0.000000088,Processor-4,Core-7
106,0.000000002,0.000000090,0.000000088,Processor-5,Core-0
107,0.000000002,0.000000090,0.000000088,Processor-5,Core-1
129,0.000000003,0.000000090,0.000000087,Processor-5,Core-2
134,0.000000003,0.000000090,0.000000087,Processor-5,Core-3
154,0.000000003,0.000000090,0.000000087,Processor-5,Core-4
160,0.000000003,0.000000090,0.000000087,Processor-5,Core-5
161,0.000000003,0.000000090,0.000000087,Processor-5,Core-6
177,0.000000003,0.000000090,0.000000087,Processor-5,Core-7
183,0.000000003,0.000000090,0.000000087,Processor-6,Core-0
184,0.000000003,0.000000090,0.000000087,Processor-6,Core-1
193,0.000000004,0.000000090,0.000000086,Processor-6,Core-2
197,0.000000004,0.000000090,0.000000086,Processor-6,Core-3
201,0.000000004,0.000000090,0.000000086,Processor-6,Core-4
207,0.000000004,0.000000090,0.000000086,Processor-6,Core-5
210,0.000000004,0.000000090,0.000000086,Processor-6,Core-6
236,0.000000004,0.000000090,0.000000086,Processor-6,Core-7
251,0.000000004,0.000000090,0.000000086,Processor-7,Core-0
276,0.000000005,0.000000090,0.000000085,Processor-7,Core-1
280,0.000000005,0.000000090,0.000000085,Processor-7,Core-2
286,0.000000005,0.000000090,0.000000085,Processor-7,Core-3
289,0.000000005,0.000000090,0.000000085,Processor-7,Core-4
302,0.000000005,0.000000090,0.000000085,Processor-7,Core-5
309,0.000000005,0.000000090,0.000000085,Processor-7,Core-6
317,0.000000005,0.000000090,0.000000085,Processor-7,Core-7
320,0.000000006,0.000000091,0.000000085,Processor-0,Core-0
332,0.000000006,0.000000091,0.000000085,Processor-0,Core-1
333,0.000000006,0.000000091,0.000000085,Processor-0,Core-2
352,0.000000006,0.000000091,0.000000085,Processor-0,Core-3
367,0.000000006,0.000000091,0.000000085,Processor-0,Core-4
375,0.000000006,0.000000091,0.000000085,Processor-0,Core-5
385,0.000000007,0.000000091,0.000000084,Processor-0,Core-6
387,0.000000007,0.000000091,0.000000084,Processor-0,Core-7
389,0.000000007,0.000000091,0.000000084,Processor-1,Core-0
392,0.000000007,0.000000091,0.000000084,Processor-1,Core-1
398,0.000000007,0.000000091,0.000000084,Processor-1,Core-2
401,0.000000007,0.000000091,0.000000084,Processor-1,Core-3
409,0.000000007,0.000000091,0.000000084,Processor-1,Core-4
410,0.000000007,0.000000091,0.000000084,Processor-1,Core-5
417,0.000000007,0.000000091,0.000000084,Processor-1,Core-6
419,0.000000007,0.000000091,0.000000084,Processor-1,Core-7
429,0.000000007,0.000000091,0.000000084,Processor-2,Core-0
435,0.000000007,0.000000091,0.000000084,Processor-2,Core-1
450,0.000000008,0.000000091,0.000000083,Processor-2,Core-2
451,0.000000008,0.000000091,0.000000083,Processor-2,Core-3
453,0.000000008,0.000000091,0.000000083,Processor-2,Core-4
458,0.000000008,0.000000091,0.000000083,Processor-2,Core-5
493,0.000000008,0.000000091,0.000000083,Processor-2,Core-6
516,0.000000009,0.000000091,0.000000082,Processor-2,Core-7
525,0.000000009,0.000000091,0.000000082,Processor-3,Core-0
527,0.000000009,0.000000091,0.000000082,Processor-3,Core-1
541,0.000000009,0.000000091,0.000000082,Processor-3,Core-2
555,0.000000009,0.000000091,0.000000082,Processor-3,Core-3
559,0.000000009,0.000000091,0.000000082,Processor-3,Core-4
563,0.000000009,0.000000091,0.000000082,Processor-3,Core-5
580,0.000000010,0.000000091,0.000000081,Processor-3,Core-6
583,0.000000010,0.000000091,0.000000081,Processor-3,Core-7
592,0.000000010,0.000000091,0.000000081,Processor-4,Core-0
595,0.000000010,0.000000091,0.000000081,Processor-4,Core-1
596,0.000000010,0.000000091,0.000000081,Processor-4,Core-2
606,0.000000010,0.000000091,0.000000081,Processor-4,Core-3
622,0.000000010,0.000000091,0.000000081,Processor-4,Core-4
626,0.000000010,0.000000091,0.000000081,Processor-4,Core-5
636,0.000000010,0.000000091,0.000000081,Processor-4,Core-6
659,0.000000011,0.000000091,0.000000080,Processor-4,Core-7
660,0.000000011,0.000000091,0.000000080,Processor-5,Core-0
662,0.000000011,0.000000091,0.000000080,Processor-5,Core-1
665,0.000000011,0.000000091,0.000000080,Processor-5,Core-2
673,0.000000011,0.000000091,0.000000080,Processor-5,Core-3
696,0.000000011,0.000000091,0.000000080,Processor-5,Core-4
698,0.000000011,0.000000091,0.000000080,Processor-5,Core-5
715,0.000000012,0.000000091,0.000000079,Processor-5,Core-6
730,0.000000012,0.000000091,0.000000079,Processor-5,Core-7
734,0.000000012,0.000000091,0.000000079,Processor-6,Core-0
742,0.000000012,0.000000091,0.000000079,Processor-6,Core-1
750,0.000000012,0.000000091,0.000000079,Processor-6,Core-2
756,0.000000012,0.000000091,0.000000079,Processor-6,Core-3
763,0.000000012,0.000000091,0.000000079,Processor-6,Core-4
770,0.000000013,0.000000091,0.000000078,Processor-6,Core-5
783,0.000000013,0.000000091,0.000000078,Processor-6,Core-6
785,0.000000013,0.000000091,0.000000078,Processor-6,Core-7
786,0.000000013,0.000000091,0.000000078,Processor-7,Core-0
794,0.000000013,0.000000091,0.000000078,Processor-7,Core-1
796,0.000000013,0.000000091,0.000000078,Processor-7,Core-2
803,0.000000013,0.000000091,0.000000078,Processor-7,Core-3
806,0.000000013,0.000000091,0.000000078,Processor-7,Core-4
817,0.000000013,0.000000091,0.000000078,Processor-7,Core-5
